fold,epoch,train_loss,val_auc
1,1,0.01872480915831164,0.6857812437218616
1,2,0.016317615963238784,0.7025328270467786
1,3,0.015854860142448576,0.71762068365067
1,4,0.015553079463636729,0.7169285583364278
1,5,0.015314089440889793,0.714723741718585
1,6,0.015121489125374369,0.7183318164132069
1,7,0.014906251211308164,0.7222609406383359
1,8,0.014707524558732333,0.7191252499190717
1,9,0.014526074871238191,0.7174744494635967
1,10,0.01433568041583151,0.7198554828284053
1,11,0.014166058406008366,0.7164113001203662
1,12,0.013999704087428053,0.7148582321785658
1,13,0.013857748032482919,0.7156153200509399
1,14,0.013688288442499015,0.7171710302450783
2,1,0.018802836813308573,0.6949862285958379
2,2,0.016272873512285107,0.7091445547285739
2,3,0.015761332420742038,0.7168339774815746
2,4,0.015482807713164815,0.7215303243041451
2,5,0.015227729581436361,0.7199977230775152
2,6,0.015003852919812898,0.7251871846876824
2,7,0.0148114298679708,0.728722397349262
2,8,0.014629370244351072,0.7244141665272891
2,9,0.014425976217924056,0.7198206720780538
2,10,0.014257706806207455,0.7176577829796591
2,11,0.014086212489674286,0.721369773398729
2,12,0.013930415972701945,0.7198159274436942
2,13,0.013775053855768236,0.7128444125215623
2,14,0.013622750809934062,0.7181442914105041
3,1,0.018221246634391862,0.6926874114508952
3,2,0.015962742798586158,0.7116524209892064
3,3,0.015534949089105576,0.7157996244905035
3,4,0.01526052707220327,0.7140947493593414
3,5,0.015053709789170035,0.7216260388648503
3,6,0.01484486280056761,0.7235685172881247
3,7,0.014642820716386172,0.7242715964237016
3,8,0.014478703487584786,0.7248456059969152
3,9,0.01430605137822727,0.7221658212307184
3,10,0.014130658399649878,0.724998363563033
3,11,0.013952291424856966,0.7126570356997579
3,12,0.013822516143695103,0.7185087141634283
3,13,0.013676419424210821,0.7181905747375961
3,14,0.013507775351187495,0.7149560337235099
3,15,0.013343201759506948,0.7159165594127714
3,16,0.01322730440679446,0.7130289952083727
3,17,0.013104019742449343,0.7099538818460501
4,1,0.018369113959383704,0.6965603070015055
4,2,0.016128931063371644,0.709286490178544
4,3,0.015713202910391875,0.7178645244282581
4,4,0.015449956390787117,0.7178177586573888
4,5,0.01521206275746032,0.722036472007867
4,6,0.014992340587868502,0.7240606735722003
4,7,0.014806933505251717,0.7214431019210861
4,8,0.0146402389517498,0.7238539609572783
4,9,0.014439681596882996,0.7250817075336133
4,10,0.014273060081515949,0.724123308070064
4,11,0.014100592799123278,0.7243410496842118
4,12,0.013920759399366616,0.7232853213270843
4,13,0.013777339446222838,0.7200960025337677
4,14,0.013640905830505838,0.7194038492461174
4,15,0.013510985997100796,0.7223201420365812
4,16,0.013356623066376446,0.7207474480387467
5,1,0.01836990666064158,0.6908361926658939
5,2,0.016083147096455905,0.7048005576780698
5,3,0.01567001456426856,0.7093484318422556
5,4,0.015384918823060917,0.7171346768787837
5,5,0.015178576945951506,0.7197169583899939
5,6,0.014969121565168794,0.7199423304154944
5,7,0.014782539639528695,0.7160867330896881
5,8,0.01459495931325493,0.7143292359013524
5,9,0.014434417497403589,0.7194983749211554
5,10,0.014241794083436517,0.7171955968179684
5,11,0.014073287153856544,0.7161433722961776
5,12,0.01389947572959141,0.7125692256066404
5,13,0.013740358714366028,0.7137414870543674
