fold,epoch,train_loss,val_auc
1,1,0.027312604329950696,0.6920975873372286
1,2,0.023143584991814015,0.7047429319599517
1,3,0.02227451722697202,0.7102850553412752
1,4,0.02202617151510893,0.7158633385659408
1,5,0.021832733383439207,0.7174918452214198
1,6,0.02174180501861772,0.7181342527428567
1,7,0.021678018409957332,0.719363374438888
1,8,0.021562141134688784,0.7215535582513084
1,9,0.021493618674342723,0.7221268873305822
1,10,0.021452908458182336,0.7223199630179433
1,11,0.02141351348456762,0.7247773197483578
1,12,0.021381479349326004,0.7231865510272929
1,13,0.021370927738989222,0.7253420657524072
1,14,0.021307170492292322,0.7276173445166866
1,15,0.021280450156190147,0.726541287590007
1,16,0.021243825993260277,0.7269034554868231
1,17,0.021240203078376867,0.7288382534726772
1,18,0.02118958174343471,0.7276102689718856
1,19,0.021222896454028608,0.7272722766467664
1,20,0.02117730796438337,0.7242499771649723
1,21,0.02111994401895312,0.7290970140895322
1,22,0.02111491351947967,0.7299311936578794
1,23,0.02111096696902841,0.7314512309561865
1,24,0.021110374902841192,0.729698676191238
1,25,0.021072463897351748,0.7310315244216989
1,26,0.021028520729170885,0.7309053028927399
1,27,0.021047969674740215,0.7293336419304024
2,1,0.027722723323445674,0.6877072618763213
2,2,0.023425015901207116,0.700187232796909
2,3,0.02248561079966086,0.7076315395257711
2,4,0.02214977614548549,0.7105675322550733
2,5,0.02197074084593703,0.7147567979119847
2,6,0.021820803484784698,0.7170527670519558
2,7,0.021733730685997737,0.7183731969247952
2,8,0.021691062318109633,0.7196366630700478
2,9,0.02162655485268288,0.7216888857730213
2,10,0.02157841017008232,0.7182522708352957
2,11,0.021517465819969547,0.7222726279368828
2,12,0.021501301010962755,0.7207656075159449
2,13,0.021454627655279408,0.7215385494340557
2,14,0.0214068970818366,0.7232376162308637
2,15,0.021385146132983698,0.721747327015093
2,16,0.02134870882663462,0.723998961489572
2,17,0.021285679462440137,0.7209005820945974
2,18,0.02132074966352388,0.7230774143728955
2,19,0.021260637842433552,0.7240486560710389
2,20,0.021274217085725296,0.7229881137351507
2,21,0.020947389592730913,0.7287139647371252
2,22,0.020894644452073362,0.7277183961147785
2,23,0.02083506469940791,0.7306932419026912
2,24,0.020777042188531544,0.7286954641168972
2,25,0.020732966463490116,0.7327568564956308
2,26,0.020714442566791176,0.7312790031674898
2,27,0.020677052071462806,0.7308201647309797
2,28,0.020630236354597733,0.733098986485132
2,29,0.02063140718496648,0.7299922400241308
2,30,0.020582775301146956,0.7313343466386211
3,1,0.027724635204806513,0.6963411862729567
3,2,0.023411504753287658,0.7118470420255979
3,3,0.02242769907924833,0.7156266402838627
3,4,0.022171544193848383,0.7188058534758912
3,5,0.022006820062399842,0.7235388924123657
3,6,0.02189760110460039,0.7252117827196229
3,7,0.02178741057865403,0.7253234220085399
3,8,0.021722511719692698,0.7266477670683112
3,9,0.02167508836658783,0.7300595020749725
3,10,0.02163964156041978,0.7266401023281959
3,11,0.021604202138760405,0.7331712985830241
3,12,0.021611535122514115,0.7291379497840881
3,13,0.021501522061371778,0.7277726962909055
3,14,0.021503320806715628,0.7339834744497304
3,15,0.021456906572470114,0.7335583538458232
3,16,0.021447354299975796,0.7327959102419962
3,17,0.02141228510357389,0.7335111906093438
3,18,0.021412112160323963,0.7351626285445911
3,19,0.021379594793606377,0.7329895535091755
3,20,0.02141156568676311,0.73247798912766
3,21,0.021325981845407824,0.7364405466354615
3,22,0.021311413788226475,0.7325515141351286
3,23,0.021307504704794384,0.733130471754784
3,24,0.021283703858599293,0.7338041363300866
3,25,0.021269138621620106,0.7352715065740058
4,1,0.02716085271777758,0.6990684544187171
4,2,0.023122786527268426,0.7020186864903445
4,3,0.02230351396211898,0.7127595168379004
4,4,0.02200105238989446,0.7169072425553167
4,5,0.021862765480846758,0.7203581063513242
4,6,0.021731784246760935,0.7185468117909797
4,7,0.021642825277803836,0.7236842226808528
4,8,0.021573159744627035,0.7206540661098497
4,9,0.021520524021098244,0.7298607386499314
4,10,0.021447678474365607,0.731745889335637
4,11,0.021409745144097443,0.7242196175098006
4,12,0.021390677651155418,0.726757119392277
4,13,0.021335508059166425,0.723757270254458
4,14,0.02131177698688366,0.7247729564885834
5,1,0.026944334558019367,0.6970765014468182
5,2,0.02285310051301431,0.7117432649828396
5,3,0.022094269879706432,0.7136072507040641
5,4,0.021867513939850983,0.7218226298335074
5,5,0.021686644617897585,0.7218989563708411
5,6,0.021585510466995965,0.7261527254656159
5,7,0.02149008641657835,0.727757035738584
5,8,0.02148465031683134,0.7265755997139506
5,9,0.021340560256933476,0.726376853078835
5,10,0.02132482836620535,0.7286717585200444
5,11,0.02129316812475398,0.7333815892865938
5,12,0.0212342202023107,0.73120775249224
5,13,0.021197410741987083,0.7312166486792981
5,14,0.021219168989843825,0.7304563592584653
5,15,0.021166566552873165,0.7273267464317775
0,0,,0.7262989596730927
