fold,epoch,train_loss,val_auc
1,1,0.24624220371619449,0.6968788767468113
1,2,0.229769551931226,0.6989600386234863
1,3,0.22685674501385736,0.7015194489783904
1,4,0.2248402896590325,0.7089834004401482
1,5,0.22280238302163177,0.704785291844741
1,6,0.22136009097037118,0.7040529875954314
1,7,0.219447408779002,0.7107874711980234
1,8,0.21793463594539128,0.7074733290768389
1,9,0.2162905738931431,0.7115619341739795
1,10,0.2151736023218357,0.7104457443810699
1,11,0.21364637539684617,0.7108851908305163
1,12,0.21231008156644346,0.7078776211720544
2,1,0.24610721057569476,0.6967877562880446
2,2,0.22870324007937481,0.7040234726373129
2,3,0.22548737992951817,0.7042335740256466
2,4,0.2233476398836279,0.7101087709309448
2,5,0.22125040719175812,0.7147117374749479
2,6,0.21955070051913095,0.7099872832790222
2,7,0.217552315888768,0.7142556878176455
2,8,0.21553278760668754,0.7104512667514524
3,1,0.24360540292352578,0.6860725202322207
3,2,0.22583368687997837,0.7003394203229121
3,3,0.2228043973057234,0.7032925240069147
3,4,0.22088054788722056,0.6942571100355739
3,5,0.21859573731835336,0.7039500052828054
3,6,0.21706095707870487,0.7091497047647047
3,7,0.21520878992932005,0.7080805231461422
3,8,0.21372036326503654,0.7102016639439472
3,9,0.2122612871272401,0.7085900831998915
3,10,0.21053811165430797,0.7124923575298562
3,11,0.20887588949395022,0.7124201439019794
3,12,0.2072886849637447,0.7112666027897638
3,13,0.20559320818432683,0.7104334028335538
4,1,0.24552015231093455,0.7058127802848548
4,2,0.228530769375817,0.7041457591555795
4,3,0.2250377724008381,0.7088785883795196
4,4,0.22298865914189325,0.7085077665398767
4,5,0.22115875319633624,0.7127846919614947
4,6,0.21934172305111843,0.7129106191268848
4,7,0.2174983689902534,0.7164298400390896
4,8,0.21594835232494397,0.7137798779148359
4,9,0.21417654099707562,0.7135477492773248
4,10,0.21291786024952283,0.7162268452170367
5,1,0.24527413092153297,0.6970761520501507
5,2,0.22775364526871536,0.6983625217994178
5,3,0.22454316501326405,0.7020381411566357
5,4,0.22242164239481704,0.7006017883912509
5,5,0.22029157109601336,0.7031699245999525
5,6,0.218608901954033,0.7084808113592769
5,7,0.21656105142275245,0.7051526769404757
5,8,0.21500774582164886,0.7077865648424105
5,9,0.21333065477428675,0.7093387476447208
5,10,0.21196818900531197,0.7085406994677825
5,11,0.21019694734176247,0.7075540555111632
5,12,0.2086945586042536,0.7049781846442269
