fold,epoch,train_loss,val_auc
3,5,0.015768753559011372,0.7201968319465712
3,6,0.015699509058067995,0.7204967283337258
3,7,0.015648108286162216,0.7223246297696293
3,8,0.015602433308278854,0.7261423243266127
3,9,0.015565045482061715,0.7240506318409576
3,10,0.015538783338801215,0.7305049874371968
3,11,0.015518799748701172,0.729612818471124
3,12,0.015502820086816542,0.7275786395347614
3,13,0.015479379002710276,0.7316513067751362
3,14,0.015466271356004691,0.730874961610856
3,15,0.015447178114658386,0.7306572425418189
3,16,0.015424640161793214,0.7296360535234685
3,17,0.01540780907480292,0.7343030728519481
3,18,0.015396846918390173,0.7357928953304028
3,19,0.015381789884307015,0.7288227124214138
3,20,0.015377304724664911,0.7352958858059707
3,21,0.015361312684011788,0.7352577233808859
3,22,0.015351189331510568,0.7355227225741442
3,23,0.015331668605329347,0.732924124030628
3,24,0.015327199143598057,0.7333430183989683
3,25,0.015313984979241387,0.7289205095611737
4,1,0.018774882569322526,0.6944716583520832
4,2,0.016302743752810392,0.6998547006419917
4,3,0.01587708950687561,0.7155818956317126
4,4,0.015730220431168646,0.7144547654625594
4,5,0.015644108715862408,0.7210269776830474
4,6,0.015585970745846334,0.7221918767580967
4,7,0.015532872688153426,0.7273712399207736
4,8,0.015489299835518732,0.7250246274368665
4,9,0.015461657039929915,0.7299928016999369
4,10,0.015434434687926574,0.7254587117980476
4,11,0.015396737976716413,0.7257466340086132
4,12,0.01538963119399358,0.7292613724031174
4,13,0.015361954415327752,0.7306678297533491
4,14,0.015349776281104097,0.7239653692959198
4,15,0.015324483556154343,0.7312508479396355
4,16,0.015296210261980485,0.7336182562338691
4,17,0.015304333670696047,0.7337457375272667
4,18,0.015271142936516572,0.733370168922514
4,19,0.015268567799006873,0.7316658848502596
4,20,0.015246317980226375,0.7319440259940643
4,21,0.015243768251604936,0.7301683487491775
4,22,0.015218229444815979,0.7336921593386286
4,23,0.015212055800698223,0.7374295964753524
4,24,0.01521753918231932,0.7329436143577139
4,25,0.015213025408011314,0.7304905954065546
4,26,0.015195222947808668,0.7321671198253238
4,27,0.015182296729940878,0.7279402980742715
4,28,0.015166588950168043,0.7274770738334828
4,29,0.01516397818835594,0.7346320687931546
4,30,0.01515596317043829,0.7289049570900956
5,1,0.018584171269743873,0.6964090490331085
5,2,0.016167169683124632,0.7080741144495883
5,3,0.015766818240094477,0.7130279672227038
5,4,0.015655742944585015,0.7162244121919137
5,5,0.015560077085515827,0.7187787969599683
5,6,0.015500343819603083,0.7219758183099985
5,7,0.015457686005246688,0.7261239846377783
5,8,0.015420125916903381,0.7227422373541491
5,9,0.015386589741102095,0.7282181767730244
5,10,0.015362842950967992,0.7277837217318842
5,11,0.015339274342226745,0.723473505941834
5,12,0.015319698910925092,0.7289381975356246
5,13,0.015286319929937335,0.7282190591588839
5,14,0.015273410007823987,0.7281249794075193
5,15,0.015257433658765982,0.7330125405756851
5,16,0.015223839029234465,0.7319140690438503
5,17,0.015233222527325495,0.7321865760537611
5,18,0.015214997382584841,0.7331477566058635
5,19,0.015202040200587606,0.7303870883841745
5,20,0.0151991335972444,0.7316544971665302
5,21,0.015180772172853576,0.7361693489047626
5,22,0.015153026907380726,0.729771102166241
5,23,0.015144503703578942,0.7311469701549378
5,24,0.015133252346972718,0.7349647903476085
5,25,0.015128416864295675,0.7307382909025983
5,26,0.015133296827949392,0.7310944486697559
5,27,0.015097819332346265,0.7326086876433828
5,28,0.015112482913005583,0.7353463676109862
0,0,,0.7297661535011065
