fold,epoch,train_loss,val_auc
1,1,0.017021271003236294,0.6884070375902224
1,2,0.01596099581087497,0.6950387991765208
1,3,0.015810337903859346,0.6976371951170423
1,4,0.015666479468306776,0.7023720381598006
1,5,0.01554864598316688,0.707366919362323
1,6,0.015426141499450851,0.7021753805880763
1,7,0.0153132274894585,0.7029787165021542
1,8,0.01520800615875094,0.7039567114603309
1,9,0.015104242428519264,0.7103973857807931
1,10,0.01501337392279955,0.7093390584848236
1,11,0.014916670583013637,0.7088705580706522
1,12,0.014822368883665303,0.7037915662038026
1,13,0.014719771853335742,0.7025798442790298
1,14,0.014633713253172786,0.7045846214399738
2,1,0.01708241876304134,0.6999727571809755
2,2,0.015919466831866628,0.7044957360460469
2,3,0.015732583781266095,0.7058238380052919
2,4,0.015586569273225423,0.7096884568538615
2,5,0.015445941366861591,0.7091874017558604
2,6,0.015367504438102619,0.7025929488645032
2,7,0.015271875452994523,0.713334650892468
2,8,0.015169054427197282,0.7116466332214619
2,9,0.015057593066659238,0.7114922816721657
2,10,0.014976045154676378,0.71266131364904
2,11,0.014896279876205407,0.7102583619930034
2,12,0.014806942612974359,0.7111948651623662
3,1,0.016930398399114265,0.6953649629481014
3,2,0.01572518056160423,0.6981357379502587
3,3,0.015579640696745368,0.6994833697987276
3,4,0.015409987195879299,0.7023572385657691
3,5,0.015267948854916735,0.702145412430044
3,6,0.015171014976356884,0.7065644607569052
3,7,0.015051768778351581,0.7090779034934988
3,8,0.014951321681651463,0.7129779296938099
3,9,0.014838214760114734,0.7063761948659968
3,10,0.014769924689914078,0.7064347746373931
3,11,0.014666115268520782,0.7093227118551246
3,12,0.014570596806188083,0.710381432956772
3,13,0.014478523398851067,0.7055394604240369
4,1,0.016951833708803512,0.6988376208269478
4,2,0.015911884934786683,0.7064023462255041
4,3,0.01572467924091318,0.7067219086370709
4,4,0.015570353100102552,0.7108620497239154
4,5,0.015448187701851052,0.7143136004718672
4,6,0.015329903813664902,0.7147712287093889
4,7,0.015239009725480852,0.7132787041817868
4,8,0.015128342184079272,0.7146782662444163
4,9,0.015019769256134859,0.7126655166787923
4,10,0.0149190832720365,0.7134118355982236
4,11,0.014829152687824388,0.716488143066077
4,12,0.014725130101900021,0.7175204079925313
4,13,0.014647276162611488,0.7162246219492855
4,14,0.014556475809591166,0.7173764331048806
4,15,0.014458648112287233,0.7160343508640261
4,16,0.014374585309195593,0.7170198205411497
4,17,0.014296456475741676,0.7110789236411953
5,1,0.016838205085331782,0.6920262451591683
5,2,0.0158470148608345,0.6974443725372766
5,3,0.015675387129063214,0.699710785982394
5,4,0.015510220099561184,0.7041828220223292
5,5,0.015403609246746226,0.7046185469722301
5,6,0.015272773938796672,0.7040121470373816
5,7,0.01518717257477961,0.7070405455389166
5,8,0.015061811268053673,0.7061609749247768
5,9,0.014984119116062912,0.7060686605247232
5,10,0.01486430079741797,0.7099474543418198
5,11,0.014766233036538463,0.7055674760648709
5,12,0.014684487931453659,0.7094311142085692
5,13,0.014577630754262908,0.7067006280924801
5,14,0.014488331322549966,0.7038822423501764
5,15,0.014432264087225194,0.7089346482611096
