fold,epoch,train_loss,val_auc
1,1,0.24450687403122084,0.6912563600370969
1,2,0.22738111385046003,0.7019794869233599
1,3,0.22471049983860183,0.7020463052603284
1,4,0.22212450297757624,0.705231619428712
1,5,0.22031869903564952,0.710160788082552
1,6,0.21870001596218616,0.7085713762470898
1,7,0.2170048426980758,0.7070249516470601
1,8,0.21516733724806875,0.7102792997784249
1,9,0.21391023208884485,0.7075525098083782
1,10,0.21255164303064594,0.7122086615641193
1,11,0.21141995136920935,0.7102084518007303
1,12,0.20959140637124593,0.7131371904597089
1,13,0.20781577044130617,0.7107312612953259
1,14,0.20676037277189419,0.7087834054770369
1,15,0.2053972527719528,0.7128224507903176
2,1,0.24727968260622546,0.6973142974589328
2,2,0.22873089312885228,0.6996155281264858
2,3,0.22583222536134048,0.7006523943199789
2,4,0.22320068680064778,0.7025361070869645
2,5,0.22155733317929627,0.7015435246761789
2,6,0.21958267725285105,0.7082351837253137
2,7,0.2178899113187954,0.7080687096635703
2,8,0.21595062612399,0.7047272131120526
2,9,0.21405351688200194,0.7063677393778156
3,1,0.24618499199424987,0.7001319508957485
3,2,0.22972503893687568,0.7034313797729084
3,3,0.22703661317618862,0.7061196128903794
3,4,0.22457199420509827,0.7101346460516479
3,5,0.22315663482506076,0.7130817328214638
3,6,0.22128506790677518,0.7129953876074235
3,7,0.21990405967537785,0.717375681532361
3,8,0.21806560311394554,0.7152501337129756
3,9,0.21608996216400128,0.7144510682804378
3,10,0.21488540139618675,0.7132431864336904
4,1,0.24692714455167494,0.6995537228895864
4,2,0.22790633200262833,0.6997295150678664
4,3,0.2247433911026208,0.7010730567714454
4,4,0.2224161834208386,0.7112537505403181
4,5,0.22064072096854356,0.7034860664385074
4,6,0.21879131041614802,0.7133750470784183
4,7,0.2173646394322637,0.7177245104746676
4,8,0.21602095172539493,0.7149633226224705
4,9,0.21393332587665762,0.7167724454583487
4,10,0.2122127301524839,0.7154922798435364
5,1,0.24524522130851267,0.7001935636801145
5,2,0.22733830196134858,0.7019961340829838
5,3,0.22373671818818036,0.7076894304860997
5,4,0.22156494419806066,0.7154483882273556
5,5,0.2190437189414592,0.7101290105090514
5,6,0.2176579129014963,0.7131128235970067
5,7,0.21597453461348792,0.7141667216430755
0,0,,0.7098378565545188
